,age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,prev_nr_contacts,prev_outcome,cons_price_idx,cons_conf_idx,nr_employed,subscribed
9103,49,blue-collar,single,basic.4y,no,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
9104,37,unemployed,single,basic.9y,yes,no,telephone,jun,mon,1,0,nonexistent,94.465,-41.8,5228.1,no
9105,26,admin.,single,university.degree,yes,no,cellular,jul,wed,1,0,nonexistent,92.469,-33.6,5076.2,yes
9106,41,admin.,married,university.degree,yes,no,cellular,dec,thu,2,0,nonexistent,92.713,-33.0,5023.5,yes
9107,46,admin.,married,basic.9y,no,no,telephone,may,fri,2,0,nonexistent,93.994,-36.4,5191.0,no
9108,59,management,married,university.degree,no,no,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
9109,44,blue-collar,married,basic.6y,no,no,cellular,aug,wed,12,0,nonexistent,93.444,-36.1,5228.1,no
9110,52,management,married,university.degree,yes,no,cellular,nov,wed,1,0,nonexistent,93.2,-42.0,5195.8,no
9111,42,admin.,single,high.school,yes,no,cellular,nov,mon,1,1,failure,93.2,-42.0,5195.8,no
9112,36,management,married,university.degree,no,no,telephone,jun,mon,7,0,nonexistent,94.465,-41.8,5228.1,no
9113,59,entrepreneur,married,basic.9y,no,no,telephone,may,thu,4,0,nonexistent,93.994,-36.4,5191.0,no
9115,24,admin.,single,university.degree,yes,no,cellular,aug,thu,1,0,nonexistent,92.201,-31.4,5076.2,yes
9116,38,admin.,married,high.school,no,yes,cellular,jul,thu,3,0,nonexistent,93.918,-42.7,5228.1,no
9117,41,management,divorced,university.degree,no,no,telephone,jun,mon,12,0,nonexistent,94.465,-41.8,5228.1,no
9118,36,blue-collar,single,basic.6y,yes,no,cellular,may,thu,1,0,nonexistent,92.893,-46.2,5099.1,no
9119,30,management,married,university.degree,no,yes,cellular,oct,wed,1,1,success,94.601,-49.5,4963.6,yes
9120,53,retired,married,professional.course,no,no,cellular,jul,fri,2,0,nonexistent,93.918,-42.7,5228.1,no
9121,40,admin.,single,high.school,yes,no,cellular,aug,tue,1,0,nonexistent,93.444,-36.1,5228.1,no
9122,35,management,married,basic.4y,no,no,cellular,nov,tue,1,1,failure,93.2,-42.0,5195.8,no
9123,54,retired,married,basic.4y,no,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,yes
9124,29,admin.,single,university.degree,no,no,cellular,may,wed,1,2,failure,93.876,-40.0,5008.7,no
9125,31,services,single,high.school,yes,no,cellular,nov,thu,1,1,failure,93.2,-42.0,5195.8,no
9126,34,blue-collar,married,basic.4y,no,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
9127,55,technician,married,professional.course,no,no,telephone,jul,mon,13,0,nonexistent,93.918,-42.7,5228.1,no
9128,70,retired,divorced,university.degree,no,no,cellular,sep,fri,2,0,nonexistent,92.379,-29.8,5017.5,no
9129,32,admin.,married,high.school,yes,no,telephone,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
9131,22,student,single,high.school,no,no,cellular,may,fri,1,0,nonexistent,92.893,-46.2,5099.1,no
9132,55,admin.,married,high.school,yes,yes,cellular,aug,wed,3,0,nonexistent,93.444,-36.1,5228.1,no
9133,26,admin.,married,high.school,yes,yes,cellular,oct,mon,2,0,nonexistent,92.431,-26.9,5017.5,no
9134,28,management,single,university.degree,yes,no,cellular,jul,wed,9,0,nonexistent,93.918,-42.7,5228.1,no
9135,49,services,married,high.school,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
9137,38,admin.,married,high.school,no,no,cellular,may,fri,2,0,nonexistent,92.893,-46.2,5099.1,no
9138,46,services,married,high.school,yes,no,cellular,nov,mon,3,0,nonexistent,93.2,-42.0,5195.8,no
9139,51,admin.,married,high.school,no,yes,cellular,oct,thu,2,1,failure,94.601,-49.5,4963.6,no
9140,37,admin.,married,university.degree,yes,no,telephone,apr,fri,4,0,nonexistent,93.075,-47.1,5099.1,no
9141,35,technician,married,high.school,no,no,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
9142,45,admin.,married,high.school,no,yes,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
9143,31,admin.,single,high.school,no,no,cellular,nov,fri,4,3,failure,92.649,-30.1,5017.5,no
9145,32,unemployed,single,university.degree,yes,no,cellular,apr,wed,1,0,nonexistent,93.075,-47.1,5099.1,no
9147,38,admin.,divorced,university.degree,no,no,cellular,aug,mon,2,0,nonexistent,93.444,-36.1,5228.1,no
9148,47,blue-collar,single,basic.9y,yes,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
9149,31,admin.,married,university.degree,no,no,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
9150,45,management,married,basic.9y,yes,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
9151,44,admin.,married,high.school,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
9152,35,technician,married,professional.course,yes,no,telephone,may,wed,1,1,failure,92.893,-46.2,5099.1,no
9153,38,services,married,high.school,yes,no,cellular,may,thu,7,0,nonexistent,92.893,-46.2,5099.1,no
9154,41,services,married,high.school,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
9155,29,technician,single,professional.course,yes,no,telephone,oct,mon,1,0,nonexistent,93.798,-40.4,5195.8,yes
9156,37,blue-collar,married,basic.9y,no,no,telephone,may,thu,1,0,nonexistent,93.994,-36.4,5191.0,no
9158,41,blue-collar,married,basic.9y,yes,no,telephone,jun,fri,3,0,nonexistent,94.465,-41.8,5228.1,no
9159,44,technician,married,high.school,no,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
9160,36,services,married,high.school,yes,no,cellular,nov,thu,3,1,failure,93.2,-42.0,5195.8,no
9161,32,management,married,university.degree,no,no,cellular,may,fri,2,0,nonexistent,92.893,-46.2,5099.1,no
9162,60,admin.,married,university.degree,no,no,cellular,aug,fri,3,0,nonexistent,93.444,-36.1,5228.1,no
9163,52,services,married,university.degree,yes,yes,telephone,jun,wed,2,0,nonexistent,94.465,-41.8,5228.1,no
9164,33,management,married,professional.course,no,no,cellular,may,thu,1,0,nonexistent,92.893,-46.2,5099.1,yes
9165,47,blue-collar,married,high.school,yes,no,cellular,may,fri,2,1,failure,92.893,-46.2,5099.1,yes
9166,58,housemaid,married,university.degree,yes,no,cellular,jul,tue,5,0,nonexistent,93.918,-42.7,5228.1,no
9167,26,student,single,high.school,yes,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
9168,50,technician,single,university.degree,no,no,cellular,jul,tue,3,0,nonexistent,93.918,-42.7,5228.1,no
9169,34,blue-collar,married,basic.9y,yes,no,telephone,may,thu,5,0,nonexistent,93.994,-36.4,5191.0,no
9170,36,self-employed,married,basic.9y,yes,yes,cellular,nov,fri,7,0,nonexistent,93.2,-42.0,5195.8,no
9171,34,services,married,high.school,no,no,cellular,may,tue,2,0,nonexistent,92.893,-46.2,5099.1,no
9172,47,admin.,single,university.degree,no,no,cellular,oct,mon,3,0,nonexistent,94.601,-49.5,4963.6,yes
9173,43,technician,divorced,professional.course,yes,no,cellular,jul,thu,3,0,nonexistent,93.918,-42.7,5228.1,no
9174,29,admin.,single,university.degree,no,no,telephone,may,thu,3,0,nonexistent,93.994,-36.4,5191.0,no
9175,48,blue-collar,married,basic.4y,yes,no,cellular,nov,fri,2,0,nonexistent,93.2,-42.0,5195.8,no
9176,33,technician,married,professional.course,no,no,telephone,jun,fri,2,0,nonexistent,94.465,-41.8,5228.1,no
9177,32,admin.,single,university.degree,yes,yes,cellular,aug,tue,1,0,nonexistent,93.444,-36.1,5228.1,no
9179,29,admin.,single,university.degree,no,yes,cellular,aug,tue,1,0,nonexistent,93.444,-36.1,5228.1,no
9180,33,blue-collar,divorced,basic.9y,no,no,telephone,jun,thu,3,0,nonexistent,94.465,-41.8,5228.1,no
9181,28,technician,single,professional.course,no,no,cellular,jul,wed,2,0,nonexistent,93.918,-42.7,5228.1,no
9182,31,admin.,single,university.degree,yes,no,cellular,may,mon,2,0,nonexistent,92.893,-46.2,5099.1,yes
9183,25,blue-collar,married,basic.9y,yes,no,telephone,jun,wed,4,0,nonexistent,94.465,-41.8,5228.1,no
9184,27,admin.,married,high.school,no,no,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
9185,33,management,married,university.degree,yes,yes,cellular,jul,thu,2,0,nonexistent,93.918,-42.7,5228.1,no
9186,35,technician,divorced,high.school,no,no,telephone,may,fri,2,0,nonexistent,93.994,-36.4,5191.0,no
9187,46,unemployed,married,basic.9y,yes,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
9188,50,technician,married,high.school,no,no,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
9189,35,technician,married,professional.course,yes,yes,cellular,jul,thu,3,0,nonexistent,93.918,-42.7,5228.1,no
9190,45,blue-collar,married,basic.9y,yes,no,cellular,aug,thu,5,0,nonexistent,93.444,-36.1,5228.1,no
9191,36,blue-collar,married,basic.6y,yes,no,cellular,nov,wed,3,0,nonexistent,93.2,-42.0,5195.8,no
9192,40,admin.,married,university.degree,yes,no,cellular,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
9193,36,entrepreneur,divorced,high.school,yes,no,cellular,nov,fri,3,0,nonexistent,93.2,-42.0,5195.8,no
9194,35,blue-collar,married,basic.9y,yes,no,telephone,oct,tue,1,0,nonexistent,93.798,-40.4,5195.8,no
9195,37,housemaid,married,university.degree,no,yes,cellular,aug,mon,2,0,nonexistent,93.444,-36.1,5228.1,no
9196,26,technician,single,professional.course,yes,no,telephone,jun,tue,3,0,nonexistent,94.465,-41.8,5228.1,no
9197,56,technician,married,professional.course,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
9198,68,retired,married,basic.4y,yes,no,cellular,jun,mon,3,0,nonexistent,94.055,-39.8,4991.6,no
9200,48,admin.,divorced,basic.4y,yes,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
9201,53,management,married,university.degree,yes,no,telephone,may,thu,3,0,nonexistent,93.994,-36.4,5191.0,no
9202,46,entrepreneur,married,basic.4y,yes,no,cellular,nov,mon,1,0,nonexistent,93.2,-42.0,5195.8,no
9203,35,blue-collar,single,basic.9y,yes,no,telephone,may,fri,7,0,nonexistent,93.994,-36.4,5191.0,no
9204,45,blue-collar,single,basic.4y,yes,no,cellular,may,wed,1,0,nonexistent,92.893,-46.2,5099.1,no
9205,43,admin.,married,university.degree,no,no,telephone,aug,wed,8,0,nonexistent,93.444,-36.1,5228.1,yes
9206,37,admin.,married,high.school,no,yes,telephone,may,thu,1,0,nonexistent,93.994,-36.4,5191.0,no
9207,29,admin.,married,high.school,yes,no,telephone,jun,wed,2,0,nonexistent,94.465,-41.8,5228.1,no
9208,46,management,married,university.degree,no,no,telephone,jun,mon,3,0,nonexistent,94.465,-41.8,5228.1,no
9209,44,admin.,single,university.degree,yes,no,cellular,nov,wed,1,0,nonexistent,93.2,-42.0,5195.8,no
9211,33,admin.,single,university.degree,yes,yes,cellular,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
9212,43,blue-collar,divorced,basic.9y,no,yes,telephone,jun,fri,2,0,nonexistent,94.465,-41.8,5228.1,no
9214,38,blue-collar,married,basic.9y,yes,no,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
9215,48,blue-collar,married,basic.4y,no,no,telephone,may,tue,4,0,nonexistent,93.994,-36.4,5191.0,no
9216,39,services,married,high.school,no,no,telephone,may,tue,4,0,nonexistent,93.994,-36.4,5191.0,no
9217,50,technician,married,professional.course,no,no,cellular,jul,mon,5,0,nonexistent,93.918,-42.7,5228.1,yes
9218,58,services,married,high.school,yes,no,telephone,jun,tue,3,0,nonexistent,94.465,-41.8,5228.1,no
9220,37,admin.,married,university.degree,no,yes,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
9221,39,blue-collar,married,basic.4y,no,no,cellular,apr,tue,1,1,failure,93.075,-47.1,5099.1,no
9222,54,technician,married,university.degree,yes,no,telephone,aug,mon,2,0,nonexistent,93.444,-36.1,5228.1,yes
9223,31,blue-collar,married,basic.6y,no,no,telephone,jun,wed,4,0,nonexistent,94.465,-41.8,5228.1,no
9224,51,services,married,high.school,no,no,cellular,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
9225,54,unemployed,married,basic.9y,no,no,cellular,may,wed,1,1,success,92.893,-46.2,5099.1,yes
9226,44,services,married,high.school,no,no,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
9227,29,blue-collar,single,basic.9y,yes,no,cellular,may,wed,1,1,failure,92.893,-46.2,5099.1,no
9228,44,technician,married,university.degree,no,no,cellular,may,mon,5,0,nonexistent,92.893,-46.2,5099.1,no
9229,58,retired,married,professional.course,yes,no,cellular,jul,fri,2,0,nonexistent,93.918,-42.7,5228.1,no
9230,42,management,married,basic.6y,yes,no,telephone,may,tue,5,0,nonexistent,93.994,-36.4,5191.0,no
9231,37,services,married,high.school,no,no,cellular,may,thu,2,0,nonexistent,92.893,-46.2,5099.1,no
9232,33,entrepreneur,married,basic.6y,yes,no,cellular,jul,fri,7,0,nonexistent,93.918,-42.7,5228.1,no
9233,27,services,single,high.school,yes,no,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
9234,21,student,single,basic.9y,yes,no,cellular,mar,wed,2,1,failure,93.369,-34.8,5008.7,yes
9236,30,technician,married,university.degree,no,no,cellular,nov,thu,1,0,nonexistent,93.2,-42.0,5195.8,no
9237,39,management,married,university.degree,yes,no,telephone,may,mon,1,0,nonexistent,93.994,-36.4,5191.0,no
9238,49,blue-collar,married,professional.course,no,no,cellular,may,tue,1,0,nonexistent,92.893,-46.2,5099.1,no
9239,47,admin.,married,university.degree,no,yes,telephone,nov,wed,1,0,nonexistent,93.2,-42.0,5195.8,no
9241,31,blue-collar,single,basic.9y,no,no,cellular,may,thu,2,1,failure,92.893,-46.2,5099.1,no
9242,44,technician,divorced,university.degree,yes,yes,telephone,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
9243,41,technician,married,professional.course,yes,no,cellular,oct,tue,2,0,nonexistent,92.431,-26.9,5017.5,no
9244,50,unemployed,married,high.school,no,no,telephone,jun,wed,2,0,nonexistent,94.465,-41.8,5228.1,no
9245,41,technician,single,university.degree,no,no,telephone,jun,tue,1,0,nonexistent,92.963,-40.8,5076.2,yes
9247,55,admin.,married,high.school,no,no,telephone,may,tue,3,0,nonexistent,93.994,-36.4,5191.0,no
9248,50,blue-collar,married,basic.9y,yes,yes,cellular,nov,fri,7,0,nonexistent,93.2,-42.0,5195.8,no
9249,27,services,single,high.school,yes,no,cellular,may,fri,4,0,nonexistent,92.893,-46.2,5099.1,no
9250,44,management,married,basic.6y,yes,no,cellular,mar,thu,2,0,nonexistent,92.843,-50.0,5099.1,no
9251,78,retired,married,basic.4y,yes,no,telephone,mar,fri,1,0,nonexistent,93.369,-34.8,5008.7,no
9252,25,services,divorced,high.school,yes,yes,cellular,jun,thu,2,0,nonexistent,92.963,-40.8,5076.2,yes
9253,33,admin.,single,university.degree,no,no,cellular,nov,thu,1,0,nonexistent,93.2,-42.0,5195.8,no
9254,26,admin.,single,high.school,no,no,cellular,apr,wed,1,0,nonexistent,93.075,-47.1,5099.1,yes
9256,50,blue-collar,divorced,basic.9y,no,no,cellular,may,fri,3,0,nonexistent,92.893,-46.2,5099.1,no
9257,28,blue-collar,single,high.school,yes,no,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
9258,31,admin.,single,high.school,no,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
9259,54,management,divorced,university.degree,yes,no,telephone,may,mon,2,0,nonexistent,93.994,-36.4,5191.0,no
9261,53,admin.,single,basic.6y,yes,no,telephone,jun,mon,1,0,nonexistent,94.465,-41.8,5228.1,no
9262,24,student,single,high.school,no,no,cellular,aug,fri,1,0,nonexistent,92.201,-31.4,5076.2,no
9263,30,admin.,single,university.degree,yes,yes,telephone,apr,thu,2,0,nonexistent,93.075,-47.1,5099.1,yes
9264,55,blue-collar,married,basic.4y,yes,no,cellular,aug,mon,1,0,nonexistent,93.444,-36.1,5228.1,no
9265,35,admin.,married,university.degree,no,yes,cellular,may,thu,7,0,nonexistent,92.893,-46.2,5099.1,no
9266,31,entrepreneur,single,university.degree,yes,no,cellular,may,thu,1,0,nonexistent,92.893,-46.2,5099.1,yes
9267,52,admin.,divorced,university.degree,yes,no,cellular,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
9268,48,blue-collar,divorced,high.school,no,yes,telephone,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
9269,33,unemployed,married,basic.9y,yes,yes,cellular,may,mon,6,0,nonexistent,92.893,-46.2,5099.1,no
9270,49,blue-collar,single,basic.4y,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
9271,50,technician,married,professional.course,no,no,telephone,may,thu,3,0,nonexistent,93.994,-36.4,5191.0,no
9272,28,admin.,single,university.degree,yes,no,cellular,nov,wed,1,0,nonexistent,92.649,-30.1,5017.5,no
9274,31,entrepreneur,single,high.school,no,no,cellular,nov,thu,1,0,nonexistent,93.2,-42.0,5195.8,no
9275,29,admin.,single,university.degree,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
9276,31,admin.,married,high.school,no,no,cellular,nov,tue,2,0,nonexistent,93.2,-42.0,5195.8,no
9278,54,management,married,university.degree,no,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
9279,30,blue-collar,single,basic.6y,no,no,cellular,may,fri,4,1,failure,92.893,-46.2,5099.1,no
9280,51,self-employed,married,basic.4y,no,yes,telephone,may,wed,7,0,nonexistent,93.994,-36.4,5191.0,no
9281,40,self-employed,married,university.degree,no,no,cellular,nov,wed,1,0,nonexistent,93.2,-42.0,5195.8,no
9282,52,technician,married,professional.course,yes,no,cellular,nov,fri,1,1,success,92.649,-30.1,5017.5,yes
9283,54,blue-collar,married,basic.4y,no,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
9285,29,admin.,married,university.degree,yes,no,cellular,aug,fri,2,0,nonexistent,93.444,-36.1,5228.1,no
9286,30,blue-collar,married,basic.6y,yes,no,cellular,jul,wed,3,0,nonexistent,93.918,-42.7,5228.1,no
9287,38,technician,single,university.degree,no,no,telephone,jun,tue,1,0,nonexistent,94.465,-41.8,5228.1,no
9288,37,student,divorced,university.degree,yes,no,cellular,may,thu,1,1,failure,93.876,-40.0,5008.7,yes
9289,40,retired,married,basic.4y,yes,no,cellular,jul,fri,2,0,nonexistent,93.918,-42.7,5228.1,yes
9290,48,admin.,married,high.school,yes,no,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,yes
9291,57,services,divorced,high.school,no,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
9292,28,technician,married,university.degree,no,no,telephone,may,thu,2,1,failure,92.893,-46.2,5099.1,no
9293,33,technician,married,professional.course,no,no,cellular,aug,thu,3,0,nonexistent,93.444,-36.1,5228.1,no
9294,34,blue-collar,married,basic.4y,no,no,telephone,jun,tue,5,0,nonexistent,94.465,-41.8,5228.1,no
9295,53,self-employed,married,university.degree,no,no,cellular,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
9296,25,admin.,single,high.school,no,no,cellular,jul,thu,2,0,nonexistent,94.215,-40.3,4991.6,yes
9297,41,technician,single,university.degree,yes,no,telephone,may,fri,5,0,nonexistent,93.994,-36.4,5191.0,no
9298,32,admin.,single,university.degree,yes,no,cellular,may,tue,8,0,nonexistent,92.893,-46.2,5099.1,no
9299,33,unemployed,divorced,professional.course,no,no,cellular,aug,mon,3,0,nonexistent,93.444,-36.1,5228.1,no
9300,43,housemaid,divorced,basic.6y,no,yes,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
9301,39,blue-collar,married,high.school,no,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
9302,42,self-employed,married,high.school,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
9303,42,blue-collar,divorced,basic.4y,no,yes,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
9304,54,admin.,married,high.school,yes,no,cellular,aug,wed,2,0,nonexistent,93.444,-36.1,5228.1,no
9305,25,services,married,high.school,no,no,cellular,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
9306,42,technician,divorced,professional.course,yes,no,cellular,aug,mon,2,0,nonexistent,93.444,-36.1,5228.1,no
9307,33,admin.,married,university.degree,no,no,cellular,jul,fri,10,0,nonexistent,93.918,-42.7,5228.1,no
9308,50,blue-collar,married,basic.9y,yes,no,cellular,jun,thu,1,0,nonexistent,92.963,-40.8,5076.2,no
9309,45,blue-collar,married,basic.4y,yes,no,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
9310,58,admin.,married,university.degree,no,yes,telephone,may,thu,2,0,nonexistent,93.994,-36.4,5191.0,no
9311,55,services,married,high.school,yes,yes,telephone,may,mon,3,0,nonexistent,93.994,-36.4,5191.0,no
9312,27,blue-collar,single,basic.6y,yes,no,telephone,may,wed,10,0,nonexistent,93.994,-36.4,5191.0,no
9313,48,blue-collar,married,professional.course,no,no,telephone,jul,thu,1,0,nonexistent,94.215,-40.3,4991.6,yes
9314,29,admin.,single,high.school,yes,no,telephone,jun,tue,2,0,nonexistent,94.465,-41.8,5228.1,no
9315,47,admin.,married,university.degree,yes,no,cellular,nov,wed,1,1,failure,93.2,-42.0,5195.8,no
9317,37,services,single,professional.course,no,no,cellular,may,fri,1,1,failure,92.893,-46.2,5099.1,no
9318,25,entrepreneur,single,university.degree,no,yes,cellular,jul,tue,2,0,nonexistent,93.918,-42.7,5228.1,no
9319,34,admin.,single,high.school,no,no,cellular,nov,mon,1,1,failure,93.2,-42.0,5195.8,no
9320,44,technician,married,high.school,no,no,cellular,nov,tue,2,0,nonexistent,93.2,-42.0,5195.8,no
9321,39,services,married,high.school,yes,no,cellular,jul,fri,2,0,nonexistent,93.918,-42.7,5228.1,no
9322,32,technician,single,university.degree,no,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,yes
9323,39,entrepreneur,married,high.school,no,no,cellular,apr,fri,1,2,failure,93.075,-47.1,5099.1,no
9324,45,technician,married,professional.course,no,no,telephone,may,thu,2,0,nonexistent,93.994,-36.4,5191.0,no
9325,42,blue-collar,married,basic.4y,yes,no,telephone,may,thu,2,0,nonexistent,93.994,-36.4,5191.0,no
9326,26,blue-collar,single,high.school,no,no,telephone,jun,tue,1,0,nonexistent,94.465,-41.8,5228.1,no
9328,25,admin.,single,high.school,no,yes,cellular,jul,tue,6,0,nonexistent,93.918,-42.7,5228.1,no
9329,82,housemaid,divorced,basic.4y,no,no,cellular,jul,wed,1,0,nonexistent,94.215,-40.3,4991.6,yes
9330,41,entrepreneur,single,university.degree,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
9331,34,services,married,high.school,no,no,telephone,jun,tue,2,0,nonexistent,94.465,-41.8,5228.1,no
9332,48,blue-collar,married,basic.9y,yes,no,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
9333,39,admin.,married,university.degree,no,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
9334,39,blue-collar,married,basic.9y,no,no,cellular,may,fri,2,0,nonexistent,92.893,-46.2,5099.1,no
9335,53,technician,married,professional.course,no,no,telephone,jun,thu,2,0,nonexistent,94.465,-41.8,5228.1,no
9336,49,entrepreneur,married,basic.4y,yes,yes,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
9337,23,admin.,single,high.school,no,no,cellular,may,fri,8,0,nonexistent,92.893,-46.2,5099.1,no
9339,50,blue-collar,married,basic.9y,yes,no,cellular,apr,thu,1,1,failure,93.075,-47.1,5099.1,no
9340,48,technician,married,professional.course,no,no,telephone,nov,mon,1,0,nonexistent,93.2,-42.0,5195.8,no
9341,54,blue-collar,married,professional.course,no,no,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
9342,32,admin.,divorced,high.school,yes,no,telephone,may,fri,2,0,nonexistent,93.994,-36.4,5191.0,no
9343,34,blue-collar,divorced,basic.4y,no,no,cellular,apr,fri,5,0,nonexistent,93.075,-47.1,5099.1,no
9344,53,admin.,divorced,high.school,yes,no,cellular,jun,mon,1,1,failure,92.963,-40.8,5076.2,no
9345,31,blue-collar,single,high.school,yes,yes,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,yes
9346,46,blue-collar,married,professional.course,no,no,cellular,aug,thu,5,0,nonexistent,92.201,-31.4,5076.2,no
9347,44,unemployed,married,basic.9y,yes,no,telephone,jul,wed,10,0,nonexistent,93.918,-42.7,5228.1,no
9348,44,blue-collar,married,basic.4y,yes,no,telephone,may,wed,3,0,nonexistent,93.994,-36.4,5191.0,no
9349,36,admin.,married,high.school,yes,no,cellular,may,mon,2,0,nonexistent,92.893,-46.2,5099.1,no
9350,51,housemaid,divorced,high.school,no,no,cellular,apr,fri,2,0,nonexistent,93.075,-47.1,5099.1,no
9351,38,management,married,university.degree,yes,no,cellular,nov,wed,1,1,failure,93.2,-42.0,5195.8,no
9352,48,retired,divorced,professional.course,yes,no,telephone,may,mon,2,0,nonexistent,93.994,-36.4,5191.0,no
9353,45,blue-collar,married,basic.6y,no,no,telephone,jun,thu,1,0,nonexistent,94.465,-41.8,5228.1,no
9354,32,admin.,single,university.degree,no,no,cellular,jul,thu,6,0,nonexistent,93.918,-42.7,5228.1,no
9355,47,technician,married,basic.6y,yes,no,cellular,nov,thu,1,0,nonexistent,93.2,-42.0,5195.8,no
9356,42,admin.,married,university.degree,no,no,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
9357,36,blue-collar,married,basic.9y,yes,yes,telephone,jun,fri,4,0,nonexistent,94.465,-41.8,5228.1,no
9358,48,self-employed,married,high.school,yes,no,telephone,may,fri,2,0,nonexistent,93.994,-36.4,5191.0,no
9359,32,blue-collar,married,professional.course,yes,no,cellular,may,fri,2,0,nonexistent,92.893,-46.2,5099.1,no
9361,33,admin.,married,university.degree,no,no,telephone,may,wed,4,0,nonexistent,93.994,-36.4,5191.0,no
9362,25,admin.,single,high.school,no,no,cellular,jul,mon,2,0,nonexistent,93.918,-42.7,5228.1,no
9364,33,management,married,high.school,yes,no,cellular,jul,wed,2,0,nonexistent,93.918,-42.7,5228.1,no
9365,34,services,married,high.school,yes,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
9366,38,technician,single,high.school,no,no,cellular,aug,tue,6,0,nonexistent,93.444,-36.1,5228.1,no
9368,30,admin.,divorced,high.school,yes,no,cellular,nov,wed,1,0,nonexistent,93.2,-42.0,5195.8,no
9369,31,services,married,high.school,no,no,telephone,may,wed,6,0,nonexistent,93.994,-36.4,5191.0,no
9370,48,admin.,married,university.degree,no,no,telephone,oct,wed,1,0,nonexistent,93.798,-40.4,5195.8,yes
9371,54,admin.,married,basic.4y,yes,no,cellular,nov,tue,4,0,nonexistent,93.2,-42.0,5195.8,no
9372,30,housemaid,married,high.school,yes,yes,telephone,jun,mon,1,0,nonexistent,94.465,-41.8,5228.1,no
9373,30,technician,married,high.school,yes,no,telephone,may,thu,6,0,nonexistent,93.994,-36.4,5191.0,no
9374,50,admin.,married,university.degree,yes,no,cellular,aug,mon,2,0,nonexistent,93.444,-36.1,5228.1,no
